peak	gene	score
chr2-29934812-29935826	ENSMUSG00000039515	0.141096773895477
chr2-30077153-30078730	ENSMUSG00000054766	-0.141981923957049
chr2-30363805-30365301	ENSMUSG00000054766	-0.124654614765426
chr2-30414876-30416695	ENSMUSG00000054766	-0.138496839995221
chr2-30122809-30125158	ENSMUSG00000039686	0.236728557327085
chr2-30440662-30442775	ENSMUSG00000039686	-0.140354273034252
chr2-30048211-30049550	ENSMUSG00000039660	0.218956914117187
chr2-30065914-30067552	ENSMUSG00000007476	-0.196254606174566
chr2-30133251-30134609	ENSMUSG00000039660	0.174793172751464
chr2-30384041-30385962	ENSMUSG00000039660	0.199391675626696
chr2-30414876-30416695	ENSMUSG00000039660	-0.160785375826682
chr2-30469668-30470900	ENSMUSG00000039660	-0.137374763327222
chr2-30077153-30078730	ENSMUSG00000026858	-0.132522731602305
chr2-30171138-30172537	ENSMUSG00000007476	-0.178938210768692
chr2-30133251-30134609	ENSMUSG00000079484	0.290175360736561
chr2-30205239-30206577	ENSMUSG00000079484	0.315464661850602
chr2-30335990-30337903	ENSMUSG00000079484	-0.160460523612475
chr2-30171138-30172537	ENSMUSG00000075419	0.216032191194911
chr2-30335990-30337903	ENSMUSG00000075419	0.236698698463691
chr2-30236820-30238544	ENSMUSG00000052533	-0.192976694330598
chr2-30544384-30545914	ENSMUSG00000052533	0.233684356040761
chr2-30177816-30178944	ENSMUSG00000026860	0.128892081146373
chr2-30357409-30359638	ENSMUSG00000026860	0.238533647765073
chr2-30692033-30694040	ENSMUSG00000026858	0.347570555712755
chr2-30269804-30270831	ENSMUSG00000026853	0.175957349438041
chr2-30269804-30270831	ENSMUSG00000039515	0.243004900732537
chr2-30440662-30442775	ENSMUSG00000026853	0.13778866152881
chr2-30692033-30694040	ENSMUSG00000026853	0.35677433667981
chr2-30771281-30773340	ENSMUSG00000026853	0.187751931503727
chr2-30391897-30393332	ENSMUSG00000039515	-0.174693946296911
chr2-30469668-30470900	ENSMUSG00000039515	-0.199234528630384
chr2-30502939-30505036	ENSMUSG00000039515	0.167270320553951
chr2-30544384-30545914	ENSMUSG00000039515	0.163803987609393
chr2-30686795-30687651	ENSMUSG00000039515	0.183297042686391
chr2-30711360-30712489	ENSMUSG00000039515	-0.165457243231244
chr2-30472818-30474583	ENSMUSG00000089762	0.127566669137348
chr2-30675977-30678125	ENSMUSG00000089762	0.143899304200023
chr2-30795907-30797269	ENSMUSG00000089762	0.156946076519341
chr2-30363805-30365301	ENSMUSG00000026849	0.200118345387468
chr2-30384041-30385962	ENSMUSG00000026854	0.351596798976857
chr2-30414876-30416695	ENSMUSG00000039483	-0.166565259603742
chr2-30469668-30470900	ENSMUSG00000026854	-0.179582996124173
chr2-30502939-30505036	ENSMUSG00000026851	-0.188326385274228
chr2-30553739-30554707	ENSMUSG00000026849	0.316656373924655
chr2-30553739-30554707	ENSMUSG00000000194	0.189691789891167
chr2-30628191-30630285	ENSMUSG00000026857	-0.196016338541012
chr2-30628191-30630285	ENSMUSG00000026854	0.180957845466778
chr2-30646919-30648533	ENSMUSG00000026848	0.170782512765993
chr2-30646919-30648533	ENSMUSG00000026851	-0.132401366504907
chr2-30646919-30648533	ENSMUSG00000075415	-0.16242508903411
chr2-30692033-30694040	ENSMUSG00000039483	0.224849626747653
chr2-31197734-31199212	ENSMUSG00000026857	-0.132695194152364
chr2-30699220-30700551	ENSMUSG00000026854	-0.169740627396466
chr2-30795907-30797269	ENSMUSG00000039483	0.328470738554223
chr2-30962049-30963370	ENSMUSG00000039483	0.18871480771697
chr2-30771281-30773340	ENSMUSG00000062661	0.234370738510168
chr2-30794334-30795249	ENSMUSG00000026849	0.214612907570853
chr2-30807190-30808567	ENSMUSG00000075415	0.227708342588548
chr2-30827327-30828740	ENSMUSG00000026854	-0.156696176120255
chr2-30962049-30963370	ENSMUSG00000026848	0.164045201165647
chr2-30962049-30963370	ENSMUSG00000026851	-0.166390775756205
chr2-31296993-31299764	ENSMUSG00000026851	0.195958297951324
chr2-31140792-31142850	ENSMUSG00000026854	0.16159172962147
chr2-31296993-31299764	ENSMUSG00000026854	0.268748294567223
chr2-30885188-30886931	ENSMUSG00000062661	-0.172330257655705
chr2-30966770-30968497	ENSMUSG00000075415	0.187595676051785
chr2-31151778-31152971	ENSMUSG00000075415	0.211127945076683
chr2-31256400-31257645	ENSMUSG00000075415	0.262969092814839
chr2-31258673-31259435	ENSMUSG00000087269	0.327195485403589
chr2-31197734-31199212	ENSMUSG00000000194	0.333229879926902
chr2-31151778-31152971	ENSMUSG00000062661	0.244078772666347
chr2-31469563-31471063	ENSMUSG00000062661	0.222738661056351
chr2-31140792-31142850	ENSMUSG00000026842	0.143163378039864
chr2-31151778-31152971	ENSMUSG00000026842	0.250051839867488
chr2-31277639-31278960	ENSMUSG00000026842	0.20560552464665
chr2-31381030-31381969	ENSMUSG00000026843	-0.187557090862635
chr2-31381030-31381969	ENSMUSG00000001855	-0.153199645537992
chr2-31442101-31443726	ENSMUSG00000001855	0.267746202194805
chr2-31572047-31573569	ENSMUSG00000026843	0.222385929756956
chr2-31653773-31655529	ENSMUSG00000026842	0.204886525776024
chr2-31653773-31655529	ENSMUSG00000001855	0.224690336803894
chr2-31822620-31823814	ENSMUSG00000051373	0.248886109254201
chr2-31822620-31823814	ENSMUSG00000026820	0.267927373474398
chr2-32088237-32089150	ENSMUSG00000001855	-0.141188564357971
chr2-32287479-32288959	ENSMUSG00000001855	0.289805489158552
chr2-32029481-32030617	ENSMUSG00000051373	0.189526184538653
chr2-32038480-32039455	ENSMUSG00000026811	0.20283606323362
chr2-32150576-32152607	ENSMUSG00000039262	-0.167781477281197
chr2-32220961-32222242	ENSMUSG00000039262	-0.198990995318995
chr2-32259327-32260902	ENSMUSG00000039262	-0.174467395523354
chr2-32381187-32382582	ENSMUSG00000039262	-0.152826450498046
chr2-32103373-32106025	ENSMUSG00000002546	0.233863971594728
chr2-32137510-32138257	ENSMUSG00000026819	0.247164155256995
chr2-32150576-32152607	ENSMUSG00000026825	-0.111203793232371
chr2-32150576-32152607	ENSMUSG00000009563	-0.145401273390808
chr2-32173974-32175883	ENSMUSG00000044627	0.157959856053621
chr2-32173974-32175883	ENSMUSG00000026810	0.243572552181299
chr2-32381187-32382582	ENSMUSG00000002546	-0.115064938794031
chr2-32574790-32576247	ENSMUSG00000002546	0.222888957060432
chr2-32340912-32343594	ENSMUSG00000044627	-0.187615087704164
chr2-32428166-32429113	ENSMUSG00000044627	0.344464858504941
chr2-32586738-32587999	ENSMUSG00000044627	0.147164524599585
chr2-32220961-32222242	ENSMUSG00000026810	-0.15277307111324
chr2-32220961-32222242	ENSMUSG00000026811	-0.167813101055009
chr2-32235709-32237597	ENSMUSG00000009555	0.236222972965772
chr2-32259327-32260902	ENSMUSG00000026825	0.234254618442835
chr2-32381187-32382582	ENSMUSG00000026825	-0.174524223609726
chr2-32287479-32288959	ENSMUSG00000026811	0.217098079957469
chr2-32287479-32288959	ENSMUSG00000026817	0.138682255002956
chr2-32381187-32382582	ENSMUSG00000026819	-0.145936743114292
chr2-32450367-32452763	ENSMUSG00000026819	0.211802775026291
chr2-32693684-32694723	ENSMUSG00000026819	0.211714251066638
chr2-32756838-32757974	ENSMUSG00000026819	0.245072925720175
chr2-32340912-32343594	ENSMUSG00000009563	0.333076827648425
chr2-32395038-32396952	ENSMUSG00000009555	0.236288435894275
chr2-32395038-32396952	ENSMUSG00000039021	0.166319105764447
chr2-32395038-32396952	ENSMUSG00000026797	0.251613480404345
chr2-32395038-32396952	ENSMUSG00000026791	0.193927689466354
chr2-32403264-32405333	ENSMUSG00000026810	-0.159252923154588
chr2-32428166-32429113	ENSMUSG00000026797	0.189293302447054
chr2-32430589-32431763	ENSMUSG00000026797	-0.208874219267411
chr2-32586738-32587999	ENSMUSG00000026810	0.242247676218681
chr2-32625076-32626755	ENSMUSG00000026810	0.268537141769959
chr2-32960679-32962463	ENSMUSG00000026810	-0.149680878836617
chr2-32845855-32847672	ENSMUSG00000026811	0.262498466615944
chr2-32912215-32912756	ENSMUSG00000026811	-0.147685380385613
chr2-32966436-32968065	ENSMUSG00000026811	0.188749663746808
chr2-32574790-32576247	ENSMUSG00000026817	0.136860830226011
chr2-32628298-32629849	ENSMUSG00000026817	0.140538487400134
chr2-32756838-32757974	ENSMUSG00000026817	0.184840178872856
chr2-32816596-32818183	ENSMUSG00000026817	0.175143719339051
chr2-32912215-32912756	ENSMUSG00000026817	0.171428660677169
chr2-32570341-32571393	ENSMUSG00000026791	0.184573901614204
chr2-32586738-32587999	ENSMUSG00000038900	0.172928615966519
chr2-32586738-32587999	ENSMUSG00000038860	0.314473932035892
chr2-32917155-32917949	ENSMUSG00000009555	0.276827503325097
chr2-32960679-32962463	ENSMUSG00000009555	-0.17024789193724
chr2-32625076-32626755	ENSMUSG00000039021	-0.181341905474682
chr2-32628298-32629849	ENSMUSG00000039021	0.18871480771697
chr2-32712132-32714104	ENSMUSG00000009563	0.317062210279707
chr2-32741055-32743351	ENSMUSG00000009563	0.335804245329776
chr2-32966436-32968065	ENSMUSG00000009563	0.284598024290447
chr2-33130011-33132212	ENSMUSG00000009563	0.411544337314666
chr2-32852095-32852771	ENSMUSG00000039021	0.420741210647672
chr2-32689279-32689889	ENSMUSG00000038900	-0.159188977646973
chr2-32693684-32694723	ENSMUSG00000026791	0.238639643546882
chr2-32756838-32757974	ENSMUSG00000026797	-0.202009671409244
chr2-32981198-32983013	ENSMUSG00000026797	-0.150805931280405
chr2-32756838-32757974	ENSMUSG00000004105	-0.190259943263803
chr2-32775169-32776428	ENSMUSG00000026791	-0.192944452973196
chr2-32775169-32776428	ENSMUSG00000038860	0.279847942797329
chr2-32845855-32847672	ENSMUSG00000038860	0.270721037143942
chr2-32960679-32962463	ENSMUSG00000038900	-0.190283400809717
chr2-32852095-32852771	ENSMUSG00000038860	0.253749611275333
chr2-32960679-32962463	ENSMUSG00000026788	-0.204062390303595
chr2-32966436-32968065	ENSMUSG00000038860	0.286192758582526
chr2-33130011-33132212	ENSMUSG00000026788	0.349807016966053
chr2-33489069-33490468	ENSMUSG00000026788	0.234795529664614
chr2-33542838-33545065	ENSMUSG00000026788	0.150347611243213
chr2-33546629-33547553	ENSMUSG00000026788	0.291854423123489
chr2-33794271-33795924	ENSMUSG00000026788	0.158084594656174
chr2-33973187-33974522	ENSMUSG00000038696	-0.204758287047625
chr2-34531467-34532510	ENSMUSG00000038718	0.263847013085757
chr2-34771242-34772829	ENSMUSG00000038696	-0.290029381137777
chr2-34406315-34407546	ENSMUSG00000026867	-0.110428294074512
chr2-34531467-34532510	ENSMUSG00000035949	-0.122405589649103
chr2-34801808-34803212	ENSMUSG00000026867	-0.143987611237736
chr2-34841153-34842724	ENSMUSG00000026867	0.251474664601644
chr2-34825705-34826926	ENSMUSG00000026864	0.389788655006273
chr2-34753680-34755400	ENSMUSG00000070953	-0.13912270027722
chr2-34904585-34905814	ENSMUSG00000070953	0.293409305755536
chr2-34841153-34842724	ENSMUSG00000035949	0.304007325112116
chr2-34870513-34871739	ENSMUSG00000035949	-0.13938489678767
chr2-35108791-35110247	ENSMUSG00000035949	0.251762510918236
chr2-34841153-34842724	ENSMUSG00000026869	0.272165526975909
chr2-35108791-35110247	ENSMUSG00000026869	0.247731830265572
chr2-34825705-34826926	ENSMUSG00000026878	0.236992582060208
chr2-35087112-35088463	ENSMUSG00000026878	0.408132634711776
chr2-35087112-35088463	ENSMUSG00000026883	0.340828454761582
chr2-35556679-35559872	ENSMUSG00000026878	0.222568749197052
chr2-35336121-35337692	ENSMUSG00000026883	0.25448771209868
chr2-35660923-35663668	ENSMUSG00000026885	0.225779604207851
chr2-36048611-36049863	ENSMUSG00000026895	0.260240279742807
chr2-37358292-37359571	ENSMUSG00000009030	0.254654533567479
chr2-37382673-37383815	ENSMUSG00000066798	0.171428660677169
chr2-37451665-37453231	ENSMUSG00000035437	0.286640619323493
chr2-37771450-37772451	ENSMUSG00000035437	0.243344001483061
chr2-38350435-38352315	ENSMUSG00000035392	-0.177034122608586
chr2-38402507-38403780	ENSMUSG00000035392	-0.150587803580383
chr2-38509590-38510662	ENSMUSG00000035392	0.236379707493562
chr2-38350435-38352315	ENSMUSG00000085201	-0.140480146049871
chr2-38350435-38352315	ENSMUSG00000063972	-0.181521479236044
chr2-38509590-38510662	ENSMUSG00000026750	-0.175427774580771
chr2-38657925-38659177	ENSMUSG00000026750	0.233564045698102
chr2-39004518-39005657	ENSMUSG00000026750	0.241798955227093
chr2-38643354-38644467	ENSMUSG00000026755	0.320705268505897
chr2-39031095-39032489	ENSMUSG00000063972	0.259710006715714
chr2-39225400-39227068	ENSMUSG00000026754	0.26910302034138
chr2-39142338-39143903	ENSMUSG00000026753	0.25343758855456
chr2-45044648-45046266	ENSMUSG00000036890	-0.182656218816896
chr2-44926215-44928373	ENSMUSG00000026872	-0.125955772758841
chr2-45052637-45054910	ENSMUSG00000026872	0.277209167690845
chr2-48813237-48815516	ENSMUSG00000026761	0.276712233394644
chr2-49450940-49453219	ENSMUSG00000069495	-0.140981418162458
chr2-49660412-49662259	ENSMUSG00000069495	-0.144791374020082
chr2-49694755-49696261	ENSMUSG00000085862	0.255681108840237
chr2-50577413-50578927	ENSMUSG00000085862	0.299625701663353
chr2-51933795-51935732	ENSMUSG00000036202	-0.205209290978204
chr2-52366813-52367936	ENSMUSG00000036093	-0.182425077316884
chr2-52555983-52559076	ENSMUSG00000036053	0.28804294239669
chr2-52674982-52677159	ENSMUSG00000055371	-0.146429594014748
chr2-55692630-55693940	ENSMUSG00000026824	0.308667250074948
chr2-58173697-58175284	ENSMUSG00000026834	0.261724215899689
chr2-58173697-58175284	ENSMUSG00000026836	0.254111632739896
chr2-58349840-58351470	ENSMUSG00000026834	0.231473377632217
chr2-58678194-58682429	ENSMUSG00000036641	0.166282198642108
chr2-59159975-59162540	ENSMUSG00000036641	0.0929711107170569
chr2-59330869-59332278	ENSMUSG00000035168	0.346274493743675
chr2-59330869-59332278	ENSMUSG00000026988	0.277751481825973
chr2-59388935-59390617	ENSMUSG00000035168	-0.0645721249699612
chr2-59712049-59714696	ENSMUSG00000035168	0.325863773678629
chr2-59791307-59792014	ENSMUSG00000035168	-0.0551171739633688
chr2-59828227-59830653	ENSMUSG00000035168	0.301811430746504
chr2-59627327-59628853	ENSMUSG00000026987	0.243984093740746
chr2-61814807-61816311	ENSMUSG00000064289	0.394798907220844
chr2-61711170-61712421	ENSMUSG00000026914	-0.181121243377253
chr2-65021048-65023269	ENSMUSG00000034903	0.353255805429582
chr2-65413546-65415810	ENSMUSG00000057182	-0.189968912580336
chr2-65700258-65702101	ENSMUSG00000075318	0.273985718894551
chr2-66123798-66125581	ENSMUSG00000044647	-0.154904877432767
chr2-65700258-65702101	ENSMUSG00000034848	0.236082066179456
chr2-66172564-66173742	ENSMUSG00000075316	-0.16735622967221
chr2-66408093-66410326	ENSMUSG00000085386	0.184175553624947
chr2-68301450-68302774	ENSMUSG00000027030	0.28757663074279
chr2-69860864-69862642	ENSMUSG00000063145	-0.144935647375072
chr2-69722110-69723807	ENSMUSG00000027088	-0.185695338177052
chr2-69885061-69886201	ENSMUSG00000027088	0.251706025402376
chr2-69722110-69723807	ENSMUSG00000042155	-0.188931599624968
chr2-69722110-69723807	ENSMUSG00000044308	0.277735568936838
chr2-70126164-70128882	ENSMUSG00000014959	0.253839532649926
chr2-71039440-71040455	ENSMUSG00000041997	0.399994959137508
chr2-70656939-70658059	ENSMUSG00000027012	0.214072118048585
chr2-70704323-70705348	ENSMUSG00000041966	0.243445621014756
chr2-70704323-70705348	ENSMUSG00000041975	0.201462248143782
chr2-70704323-70705348	ENSMUSG00000027012	0.381225661930007
chr2-70704323-70705348	ENSMUSG00000027010	0.236287389321075
chr2-70824360-70826059	ENSMUSG00000027010	0.338741778960285
chr2-71278888-71279846	ENSMUSG00000041966	-0.164225840224497
chr2-71366668-71368176	ENSMUSG00000041966	-0.177976324257368
chr2-70886359-70888094	ENSMUSG00000041975	0.241815996438992
chr2-71366668-71368176	ENSMUSG00000041975	-0.195698421916033
chr2-71039440-71040455	ENSMUSG00000027012	0.277561656706329
chr2-71039440-71040455	ENSMUSG00000027010	0.315567897291648
chr2-71039440-71040455	ENSMUSG00000041921	0.27485076183937
chr2-71054261-71056434	ENSMUSG00000027012	-0.147258141946769
chr2-71160134-71161127	ENSMUSG00000027018	-0.163724322138845
chr2-71371506-71372421	ENSMUSG00000027010	-0.144592186760103
chr2-71628762-71630437	ENSMUSG00000027010	0.22719171372765
chr2-71388807-71389846	ENSMUSG00000027018	-0.190586269677451
chr2-71371506-71372421	ENSMUSG00000041921	-0.139466795758624
chr2-71628762-71630437	ENSMUSG00000041921	0.326523752362336
chr2-71366668-71368176	ENSMUSG00000006494	-0.211286115837515
chr2-71452584-71453941	ENSMUSG00000049044	0.291519368430793
chr2-71872592-71874213	ENSMUSG00000006494	0.180718330849214
chr2-71863673-71865681	ENSMUSG00000049044	-0.152029737144446
chr2-73584536-73585950	ENSMUSG00000041777	-0.158661237019461
chr2-73631478-73632572	ENSMUSG00000041762	0.323669419031238
chr2-73657008-73658278	ENSMUSG00000041762	-0.136962176357603
chr2-73592149-73593374	ENSMUSG00000018770	-0.121598164743077
chr2-73604579-73606501	ENSMUSG00000056486	0.429375967574871
chr2-73604579-73606501	ENSMUSG00000027104	0.268360090837797
chr2-73604579-73606501	ENSMUSG00000018770	0.278848746506702
chr2-73657008-73658278	ENSMUSG00000056486	-0.110499582530335
chr2-75603106-75604138	ENSMUSG00000042410	-0.187438313199188
chr2-75937865-75939464	ENSMUSG00000042359	-0.114833645608392
chr2-75964234-75965494	ENSMUSG00000042369	0.327706656257546
chr2-76283317-76284642	ENSMUSG00000042369	0.280131804482301
chr2-76672711-76673418	ENSMUSG00000042369	0.336036195887537
chr2-76503997-76505152	ENSMUSG00000042359	0.326353857458522
chr2-76647238-76648937	ENSMUSG00000042359	0.368673484553436
chr2-76266417-76267964	ENSMUSG00000002733	0.330066419915162
chr2-77268502-77270487	ENSMUSG00000027016	0.333857426151403
chr2-77702593-77703830	ENSMUSG00000027016	0.32927013491157
chr2-78868334-78870183	ENSMUSG00000027011	-0.208615218710803
chr2-78927272-78928897	ENSMUSG00000034701	0.178258424302254
chr2-79456379-79457472	ENSMUSG00000034701	0.423324762495931
chr2-79456379-79457472	ENSMUSG00000075256	0.391237534630957
chr2-80012834-80013938	ENSMUSG00000027001	-0.135685567504205
chr2-80616603-80617810	ENSMUSG00000027002	0.231312581008345
chr2-80623970-80625034	ENSMUSG00000027001	0.298797730059977
chr2-80616603-80617810	ENSMUSG00000026999	0.195377815919618
chr2-84007835-84009694	ENSMUSG00000027080	-0.187412661607369
chr2-84454709-84455716	ENSMUSG00000034059	0.21656902466314
chr2-84726786-84728072	ENSMUSG00000034101	0.25000126805306
chr2-84868523-84869967	ENSMUSG00000034101	0.282501940547685
chr2-84882546-84883057	ENSMUSG00000034101	0.191506061037121
chr2-84886288-84887404	ENSMUSG00000034101	0.215280496230835
chr2-84831494-84832730	ENSMUSG00000027080	-0.172778453641562
chr2-84714483-84716637	ENSMUSG00000050043	-0.131851483005498
chr2-84882546-84883057	ENSMUSG00000050043	0.296142941204031
chr2-84714483-84716637	ENSMUSG00000034075	0.227921152919276
chr2-84868523-84869967	ENSMUSG00000034075	-0.153903081194576
chr2-85036560-85037975	ENSMUSG00000034075	-0.169965175165075
chr2-84826341-84827838	ENSMUSG00000034059	0.228095574982665
chr2-84886288-84887404	ENSMUSG00000034059	0.258929128925843
chr2-84826341-84827838	ENSMUSG00000027076	-0.161304404602007
chr2-84865441-84866922	ENSMUSG00000033955	0.285210190112739
chr2-84882546-84883057	ENSMUSG00000027067	0.240591420331079
chr2-85049309-85051177	ENSMUSG00000033955	0.311216118938204
chr2-90889326-90890620	ENSMUSG00000025314	-0.112306023789962
chr2-90869904-90871972	ENSMUSG00000051329	0.321849311960078
chr2-90964537-90966176	ENSMUSG00000051329	0.215729035579444
chr2-90559798-90561436	ENSMUSG00000002102	0.216531539760278
chr2-90566796-90568715	ENSMUSG00000027282	0.308800055602302
chr2-90566796-90568715	ENSMUSG00000040794	0.196472367218423
chr2-90566796-90568715	ENSMUSG00000002102	-0.217660047187884
chr2-90579003-90581513	ENSMUSG00000008200	-0.130663640258141
chr2-90869904-90871972	ENSMUSG00000008200	-0.130763427787292
chr2-90891822-90892874	ENSMUSG00000008200	0.320911966025025
chr2-90916387-90918612	ENSMUSG00000008200	0.260127747301916
chr2-90579003-90581513	ENSMUSG00000040794	-0.169457796430272
chr2-90613067-90615509	ENSMUSG00000027255	0.262624773567733
chr2-90974625-90976146	ENSMUSG00000040794	0.17222643760604
chr2-91053662-91054818	ENSMUSG00000040794	0.217552206280077
chr2-91060597-91061570	ENSMUSG00000040794	0.245034674028073
chr2-90891822-90892874	ENSMUSG00000005510	0.361735418543837
chr2-90744748-90746468	ENSMUSG00000002102	-0.158527556568888
chr2-90939855-90941465	ENSMUSG00000005506	0.279333510008747
chr2-90869904-90871972	ENSMUSG00000040687	-0.205693683341261
chr2-90884895-90886875	ENSMUSG00000002102	0.168568987034462
chr2-91068881-91071286	ENSMUSG00000002102	-0.187300501609088
chr2-91236325-91237970	ENSMUSG00000002102	0.150599042976681
chr2-90889326-90890620	ENSMUSG00000002109	-0.131752336635758
chr2-90939855-90941465	ENSMUSG00000002105	0.32564626913108
chr2-90904013-90905234	ENSMUSG00000002109	0.221062529125998
chr2-90916387-90918612	ENSMUSG00000002103	0.173594779116949
chr2-90939855-90941465	ENSMUSG00000002103	0.15479986376881
chr2-90964537-90966176	ENSMUSG00000040591	0.378724549784619
chr2-90974625-90976146	ENSMUSG00000027255	0.183513961621568
chr2-91053662-91054818	ENSMUSG00000040687	0.229669789258643
chr2-91236325-91237970	ENSMUSG00000040687	0.22164069187405
chr2-91264314-91265883	ENSMUSG00000040687	-0.143414565330268
chr2-91302576-91303678	ENSMUSG00000002103	0.161853840604882
chr2-91053662-91054818	ENSMUSG00000027244	-0.161228407732465
chr2-91068881-91071286	ENSMUSG00000002109	-0.17109144816175
chr2-91526368-91527644	ENSMUSG00000002109	0.257036873789333
chr2-91068881-91071286	ENSMUSG00000040591	-0.155020521486673
chr2-91068881-91071286	ENSMUSG00000027247	-0.147414117085318
chr2-91181755-91184207	ENSMUSG00000040591	-0.1965356519641
chr2-91181755-91184207	ENSMUSG00000040549	0.226270812006547
chr2-91236325-91237970	ENSMUSG00000075040	-0.157792186066801
chr2-91243097-91243969	ENSMUSG00000027247	0.254365602095376
chr2-91771671-91773819	ENSMUSG00000040549	-0.135964384964425
chr2-91921127-91923318	ENSMUSG00000075040	-0.164286661964528
chr2-91673484-91675584	ENSMUSG00000027247	0.218770864610425
chr2-91649336-91650626	ENSMUSG00000027244	0.227184733698826
chr2-91971129-91972595	ENSMUSG00000027244	0.163299316185545
chr2-92051988-92053053	ENSMUSG00000040506	-0.183171420619009
chr2-91771671-91773819	ENSMUSG00000027223	0.277466414037691
chr2-91771671-91773819	ENSMUSG00000068742	-0.143362254540962
chr2-91921127-91923318	ENSMUSG00000040479	0.208687371511475
chr2-91949471-91951083	ENSMUSG00000040479	0.365714291383003
chr2-91987054-91988148	ENSMUSG00000040479	0.263682362774383
chr2-91949471-91951083	ENSMUSG00000058318	0.242768745754898
chr2-91956696-91957724	ENSMUSG00000027221	0.276701563221529
chr2-91971129-91972595	ENSMUSG00000027223	0.280904082962738
chr2-91987054-91988148	ENSMUSG00000068742	0.297807356136675
chr2-92182818-92185729	ENSMUSG00000068742	0.333135918758071
chr2-92374512-92375894	ENSMUSG00000027222	0.191618622343372
chr2-92607769-92610216	ENSMUSG00000027222	0.27106932372414
chr2-92256931-92258219	ENSMUSG00000068742	0.304028437454973
chr2-92435029-92435384	ENSMUSG00000068742	0.369049089777113
chr2-92491231-92492544	ENSMUSG00000068742	-0.215266717395443
chr2-92380877-92383630	ENSMUSG00000075028	0.295484092947568
chr2-92433539-92434858	ENSMUSG00000027221	-0.134500751898666
chr2-92914493-92916659	ENSMUSG00000027221	0.221138371260826
chr2-92477482-92478561	ENSMUSG00000027220	-0.175106045129069
chr2-92671533-92673476	ENSMUSG00000075028	0.264873976162779
chr2-93474917-93475538	ENSMUSG00000040174	0.373877496155521
chr2-93954544-93955621	ENSMUSG00000027198	0.161592173505023
chr2-93744021-93745534	ENSMUSG00000027195	-0.200834198701904
chr2-93821635-93822973	ENSMUSG00000087006	0.438534313588715
chr2-94262957-94266084	ENSMUSG00000087006	0.458153105968261
chr2-93991415-93993459	ENSMUSG00000040174	0.31979422030688
chr2-93978826-93979794	ENSMUSG00000027195	0.262111016736267
chr2-93978826-93979794	ENSMUSG00000075020	0.284090347240197
chr2-94009958-94011408	ENSMUSG00000027195	0.395645347160069
chr2-94241130-94242343	ENSMUSG00000027195	0.296748409466623
chr2-94436980-94438829	ENSMUSG00000027195	0.350442536490364
chr2-94262957-94266084	ENSMUSG00000075020	0.359402853203088
chr2-94178172-94179389	ENSMUSG00000027194	0.260055609395107
chr2-94245130-94245987	ENSMUSG00000027194	-0.25033296526065
chr2-94272721-94274371	ENSMUSG00000027194	-0.177329871888017
chr2-96165980-96167251	ENSMUSG00000050587	-0.292834460078939
chr2-96716709-96718076	ENSMUSG00000091061	0.461909815362684
chr2-101628292-101629471	ENSMUSG00000027164	-0.257967098304629
chr2-101678050-101679636	ENSMUSG00000048058	-0.165891928419323
chr2-102052058-102053468	ENSMUSG00000027189	-0.178971139674307
chr2-102052058-102053468	ENSMUSG00000005089	-0.180411617840436
chr2-102400247-102401681	ENSMUSG00000075012	-0.213786378734276
chr2-102598757-102600832	ENSMUSG00000005089	0.218573295535234
chr2-103484153-103485820	ENSMUSG00000027185	0.283043701384877
chr2-103969163-103971473	ENSMUSG00000027185	0.196618959928084
chr2-103760478-103761985	ENSMUSG00000068373	0.238993829656824
chr2-103795786-103798254	ENSMUSG00000027180	0.187663521948665
chr2-104237017-104238349	ENSMUSG00000027180	-0.143518875793492
chr2-105016277-105017628	ENSMUSG00000027170	-0.171399375836575
chr2-106002591-106003877	ENSMUSG00000027166	0.208219195530497
chr2-106973599-106974821	ENSMUSG00000042604	0.266517044592319
chr2-108825694-108827939	ENSMUSG00000057234	-0.173275274381255
chr2-109890164-109891969	ENSMUSG00000027162	0.277789602296911
chr2-109917218-109919135	ENSMUSG00000027162	0.207943745775284
chr2-109917218-109919135	ENSMUSG00000050199	0.25953305138749
chr2-109779829-109781215	ENSMUSG00000027160	0.268335166963239
chr2-112590765-112591964	ENSMUSG00000027133	0.283637339332195
chr2-112541479-112543198	ENSMUSG00000027130	0.25028850004615
chr2-112239012-112240908	ENSMUSG00000027131	-0.196167175705987
chr2-112261653-112263057	ENSMUSG00000027132	0.230683800356863
chr2-112378798-112379882	ENSMUSG00000027132	0.314954021048962
chr2-112261653-112263057	ENSMUSG00000055943	-0.168347988252315
chr2-112590765-112591964	ENSMUSG00000055943	0.236537852184839
chr2-112367160-112368772	ENSMUSG00000003604	-0.173533184907804
chr2-112492481-112494034	ENSMUSG00000003604	0.202021990706205
chr2-112877146-112878540	ENSMUSG00000057378	-0.162445853470419
chr2-113057992-113060377	ENSMUSG00000057378	0.201252161757406
chr2-113216114-113217809	ENSMUSG00000044042	-0.113771460520317
chr2-114047966-114049612	ENSMUSG00000023236	0.234518842094016
chr2-116879247-116880359	ENSMUSG00000027349	-0.161216384842315
chr2-116913646-116915071	ENSMUSG00000027351	0.257344871448678
chr2-117249236-117250577	ENSMUSG00000027347	0.222748296085556
chr2-117307891-117308561	ENSMUSG00000027347	0.316298151695133
chr2-117341592-117343581	ENSMUSG00000027347	0.246517025931561
